,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
32,Barbados,BRB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Brunei Darussalam,BRN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Bhutan,BTN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Botswana,BWA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Central African Republic,CAF,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Canada,CAN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707000000.0,1069000000.0,1132000000.0,1345000000.0,1300000000.0,1898000000.0,2139000000.0,2085000000.0,2337000000.0,1677000000.0,1865000000.0,2312000000.0,2485000000.0,3477000000.0,3954000000.0,3984000000.0,4526000000.0,4879000000.0,5795000000.0,5703000000.0,5906000000.0,6947000000.0,7380000000.0,8457000000.0,8484000000.0,8946000000.0,9458000000.0,9887000000.0,9764000000.0,10577000000.0,11016000000.0,11445000000.0,10974000000.0,14513000000.0,19398000000.0,20986000000.0,22329000000.0,29337000000.0,37211000000.0,42037000000.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Central Europe and the Baltics,CEB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,10000000.0,11000000.0,18000000.0,14000000.0,16000000.0,26000000.0,38000000.0,44000000.0,47000000.0,84000000.0,59000000.0,101000000.0,185000000.0,223000000.0,235000000.0,211000000.0,183000000.0,265000000.0,262000000.0,240000000.0,248000000.0,269000000.0,269000000.0,362000000.0,372000000.0,427000000.0,392000000.0,216000000.0,116000000.0,107000000.0,83000000.0,117000000.0,165000000.0,281000000.0,423000000.0,544000000.0,490000000.0,740000000.0,905000000.0,993000000.0,905000000.0,1297000000.0,1343000000.0,1581000000.0,2868000000.0,4439000000.0,5338000000.0,7175000000.0,9821000000.0,13144000000.0,17652000000.0,24948000000.0,32995000000.0,37275000000.0,45620000000.0,51691000000.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Switzerland,CHE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98000000.0,287000000.0,173000000.0,436000000.0,390000000.0,396000000.0,369000000.0,365000000.0,458000000.0,511000000.0,513000000.0,529000000.0,441000000.0,440000000.0,485000000.0,482000000.0,558000000.0,580000000.0,623000000.0,683000000.0,707000000.0,771000000.0,857000000.0,899000000.0,936000000.0,971000000.0,1003000000.0,1054000000.0,1182000000.0,1229000000.0,1289000000.0,1310000000.0,1410000000.0,1628000000.0,1926000000.0,2217000000.0,2634000000.0,2853000000.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Channel Islands,CHI,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Chile,CHL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66000000.0,57000000.0,51000000.0,46000000.0,51000000.0,73000000.0,80000000.0,91000000.0,94000000.0,105000000.0,110000000.0,137000000.0,208000000.0,201000000.0,195000000.0,280000000.0,271000000.0,327000000.0,321000000.0,963000000.0,1033000000.0,1743000000.0,1750000000.0,1786000000.0,1879000000.0,1738000000.0,1743000000.0,1161000000.0,1010000000.0,941000000.0,2075000000.0,1951000000.0,1814000000.0,2038000000.0,1797000000.0,1438000000.0,2705000000.0,3121000000.0,4353000000.0,2579000000.0,5011000000.0,5263000000.0,6323000000.0,7250000000.0,8991000000.0,0.0,0.0,0.0,0.0,0.0,0.0
42,China,CHN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68000000.0,75000000.0,131000000.0,143000000.0,505000000.0,3085000000.0,1640000000.0,2939000000.0,2864000000.0,3031000000.0,3174000000.0,3334000000.0,3467000000.0,3640000000.0,3936000000.0,7434000000.0,11096000000.0,15647000000.0,29803000000.0,48011000000.0,70255000000.0,100573000000.0,132470000000.0,193807000000.0,229840000000.0,283851000000.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Cote d'Ivoire,CIV,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107000000.0,110000000.0,112000000.0,115000000.0,118000000.0,72000000.0,69000000.0,64000000.0,66000000.0,68000000.0,70000000.0,105000000.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Cameroon,CMR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643000000.0,76000000.0,77000000.0,71000000.0,59000000.0,61000000.0,64000000.0,68000000.0,72000000.0,76000000.0,0.0,0.0,0.0,0.0,0.0,0.0
45,"Congo, Dem. Rep.",COD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17000000.0,18000000.0,9000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0
46,"Congo, Rep.",COG,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Colombia,COL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189000000.0,202000000.0,192000000.0,206000000.0,216000000.0,227000000.0,212000000.0,231000000.0,234000000.0,255000000.0,267000000.0,266000000.0,268000000.0,274000000.0,274000000.0,274000000.0,269000000.0,340000000.0,389000000.0,444000000.0,477000000.0,496000000.0,483000000.0,532000000.0,457000000.0,496000000.0,496000000.0,491000000.0,495000000.0,519000000.0,552000000.0,593000000.0,581000000.0,591000000.0,599000000.0,2456000000.0,2040000000.0,2008000000.0,2106000000.0,2196000000.0,2262000000.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Comoros,COM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Cabo Verde,CPV,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Costa Rica,CRI,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,7000000.0,7000000.0,7000000.0,8000000.0,8000000.0,10000000.0,8000000.0,9000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,0.0,0.0,10000000.0,485000000.0,485000000.0,485000000.0,485000000.0,544000000.0,632000000.0,685000000.0,909000000.0,1176000000.0,1187000000.0,1433000000.0,1274000000.0,1486000000.0,1423000000.0,1563000000.0,1559000000.0,1411000000.0,1635000000.0,1680000000.0,1834000000.0,2111000000.0,2188000000.0,2457000000.0,2637000000.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Caribbean small states,CSS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138000000.0,164000000.0,234000000.0,217000000.0,224000000.0,291000000.0,326000000.0,364000000.0,308000000.0,308000000.0,297000000.0,317000000.0,377000000.0,69000000.0,67000000.0,76000000.0,102000000.0,116000000.0,119000000.0,129000000.0,72000000.0,122000000.0,155000000.0,206000000.0,238000000.0,270000000.0,279000000.0,223000000.0,221000000.0,225000000.0,199000000.0,88000000.0,75000000.0,126000000.0,144000000.0,174000000.0,157000000.0,122000000.0,203000000.0,180000000.0,229000000.0,284000000.0,277000000.0,268000000.0,294000000.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Cuba,CUB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817000000.0,645000000.0,719000000.0,736000000.0,756000000.0,773000000.0,836000000.0,956000000.0,958000000.0,954000000.0,975000000.0,1046000000.0,1085000000.0,1125000000.0,1131000000.0,1185000000.0,1205000000.0,1317000000.0,1280000000.0,1449000000.0,1264000000.0,1337000000.0,887000000.0,897000000.0,690000000.0,922000000.0,870000000.0,779000000.0,881000000.0,944000000.0,930000000.0,939000000.0,720000000.0,789000000.0,420000000.0,406000000.0,416000000.0,564000000.0,545000000.0,467000000.0,474000000.0,573000000.0,706000000.0,674000000.0,753000000.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Curacao,CUW,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Cayman Islands,CYM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Cyprus,CYP,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,3000000.0,15000000.0,31000000.0,73000000.0,178000000.0,257000000.0,327000000.0,317000000.0,398000000.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Czech Republic,CZE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161000000.0,321000000.0,405000000.0,292000000.0,494000000.0,587000000.0,677000000.0,526000000.0,523000000.0,506000000.0,496000000.0,722000000.0,752000000.0,970000000.0,1321000000.0,1707000000.0,2225000000.0,3113000000.0,5285000000.0,5936000000.0,6575000000.0,7263000000.0,7627000000.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Germany,DEU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2544000000.0,2768000000.0,2817000000.0,2912000000.0,1046000000.0,1103000000.0,1251000000.0,1221000000.0,1265000000.0,1322000000.0,2852000000.0,2934000000.0,2645000000.0,2469000000.0,2645000000.0,2832000000.0,2600000000.0,2307000000.0,2376000000.0,2540000000.0,1667000000.0,2088000000.0,2338000000.0,2642000000.0,3503000000.0,4152000000.0,4594000000.0,5705000000.0,7686000000.0,9070000000.0,13743000000.0,15162000000.0,21353000000.0,27869000000.0,36538000000.0,42867000000.0,51630000000.0,67151000000.0,72806000000.0,75827000000.0,83856000000.0,106102000000.0,121703000000.0,129368000000.0,142926000000.0,168389000000.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Djibouti,DJI,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Dominica,DMA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Denmark,DNK,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,6000000.0,11000000.0,11000000.0,19000000.0,60000000.0,66000000.0,87000000.0,177000000.0,235000000.0,372000000.0,554000000.0,797000000.0,1032000000.0,1324000000.0,1579000000.0,1710000000.0,1821000000.0,2060000000.0,2910000000.0,3898000000.0,4348000000.0,5542000000.0,5818000000.0,6757000000.0,8057000000.0,9498000000.0,9789000000.0,9178000000.0,10277000000.0,10070000000.0,10044000000.0,12408000000.0,14164000000.0,14820000000.0,15955000000.0,17976000000.0,18944000000.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Dominican Republic,DOM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76000000.0,75000000.0,75000000.0,78000000.0,78000000.0,82000000.0,80000000.0,80000000.0,84000000.0,75000000.0,75000000.0,84000000.0,93000000.0,133000000.0,50000000.0,50000000.0,52000000.0,28000000.0,25000000.0,25000000.0,25000000.0,26000000.0,35000000.0,45000000.0,41000000.0,40000000.0,48000000.0,30000000.0,28000000.0,32000000.0,32000000.0,24000000.0,23000000.0,26000000.0,22000000.0,22000000.0,22000000.0,22000000.0,22000000.0,22000000.0,56000000.0,263000000.0,707000000.0,772000000.0,972000000.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Algeria,DZA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000000.0,0.0,0.0,0.0,0.0,0.0,0.0
63,East Asia & Pacific (excluding high income),EAP,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,638000000.0,2077000000.0,3114000000.0,3962000000.0,5139000000.0,5576000000.0,6143000000.0,5804000000.0,5625000000.0,6233000000.0,6716000000.0,7091000000.0,6883000000.0,6916000000.0,6905000000.0,8765000000.0,11724000000.0,11393000000.0,13131000000.0,14721000000.0,17226000000.0,20187000000.0,20311000000.0,20648000000.0,20933000000.0,22191000000.0,25579000000.0,29860000000.0,34875000000.0,51633000000.0,72110000000.0,94270000000.0,125890000000.0,158917000000.0,223128000000.0,261883000000.0,319166000000.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Early-demographic dividend,EAR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,41000000.0,44000000.0,45000000.0,63000000.0,97000000.0,100000000.0,122000000.0,173000000.0,179000000.0,178000000.0,166000000.0,620000000.0,655000000.0,837000000.0,1208000000.0,1457000000.0,1837000000.0,1884000000.0,1834000000.0,2776000000.0,4053000000.0,5495000000.0,6769000000.0,7867000000.0,8600000000.0,9076000000.0,10430000000.0,11333000000.0,12215000000.0,13011000000.0,13851000000.0,15599000000.0,16610000000.0,16842000000.0,18166000000.0,19387000000.0,19542000000.0,20642000000.0,22558000000.0,25777000000.0,30499000000.0,32323000000.0,33598000000.0,36448000000.0,39737000000.0,43792000000.0,48424000000.0,54502000000.0,59290000000.0,68709000000.0,76501000000.0,88074000000.0,103336000000.0,115880000000.0,134953000000.0,156185000000.0,0.0,0.0,0.0,0.0,0.0,0.0
65,East Asia & Pacific,EAS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,710000000.0,827000000.0,1108000000.0,1371000000.0,1562000000.0,1644000000.0,1643000000.0,1424000000.0,1577000000.0,1608000000.0,1534000000.0,1519000000.0,1537000000.0,1850000000.0,2111000000.0,2194000000.0,2257000000.0,2227000000.0,2536000000.0,3356000000.0,4859000000.0,5863000000.0,15877000000.0,18139000000.0,19728000000.0,20831000000.0,21722000000.0,22597000000.0,24696000000.0,26996000000.0,21873000000.0,22307000000.0,22248000000.0,22113000000.0,24677000000.0,29667000000.0,30218000000.0,32706000000.0,33569000000.0,36998000000.0,40393000000.0,40996000000.0,42473000000.0,44654000000.0,47865000000.0,55917000000.0,62605000000.0,71247000000.0,90054000000.0,111840000000.0,154825000000.0,191239000000.0,230493000000.0,307604000000.0,367895000000.0,445187000000.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Europe & Central Asia (excluding high income),ECA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,41000000.0,44000000.0,45000000.0,63000000.0,97000000.0,100000000.0,122000000.0,173000000.0,179000000.0,178000000.0,166000000.0,162000000.0,175000000.0,197000000.0,207000000.0,220000000.0,161000000.0,218000000.0,137000000.0,145000000.0,136000000.0,110000000.0,0.0,0.0,22000000.0,6000000.0,44000000.0,58000000.0,69000000.0,63000000.0,145000000.0,184000000.0,180000000.0,194000000.0,191000000.0,367000000.0,317000000.0,434000000.0,392000000.0,298000000.0,363000000.0,469000000.0,484000000.0,635000000.0,714000000.0,689000000.0,848000000.0,1503000000.0,2128000000.0,3181000000.0,5525000000.0,7694000000.0,10851000000.0,14681000000.0,17567000000.0,22967000000.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Europe & Central Asia,ECS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2208000000.0,2420000000.0,2483000000.0,2705000000.0,2771000000.0,3009000000.0,4101000000.0,4489000000.0,4997000000.0,5423000000.0,8276000000.0,8556000000.0,8441000000.0,8977000000.0,7429000000.0,8003000000.0,7976000000.0,8370000000.0,8883000000.0,9206000000.0,11214000000.0,11677000000.0,10461000000.0,10913000000.0,11646000000.0,12398000000.0,13610000000.0,13346000000.0,14134000000.0,14299000000.0,19955000000.0,21066000000.0,22679000000.0,25367000000.0,27786000000.0,31068000000.0,32031000000.0,39507000000.0,47314000000.0,52407000000.0,64533000000.0,71515000000.0,86915000000.0,103372000000.0,129576000000.0,151932000000.0,175622000000.0,209566000000.0,239374000000.0,270793000000.0,314332000000.0,380609000000.0,449643000000.0,507581000000.0,549850000000.0,625026000000.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Ecuador,ECU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103000000.0,146000000.0,220000000.0,211000000.0,220000000.0,239000000.0,281000000.0,298000000.0,357000000.0,495000000.0,543000000.0,0.0,0.0,0.0,0.0,0.0,0.0
69,"Egypt, Arab Rep.",EGY,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24000000.0,137000000.0,221000000.0,204000000.0,368000000.0,523000000.0,552000000.0,616000000.0,831000000.0,913000000.0,1133000000.0,1704000000.0,1747000000.0,1497000000.0,1574000000.0,1691000000.0,1598000000.0,0.0,0.0,0.0,0.0,0.0,0.0
